Sukunimi,Yhteensä
Guled,101
Harjamäki,101
Himmelroos,101
Hämälä,101
Ilmoniemi,101
Jokilahti,101
Juutila,101
Kailio,101
Kalijärvi,101
Kaulio,101
Keväänranta,101
Kourula,101
Krapu,101
Kulha,101
Kyyriäinen,101
Laaksovirta,101
Laitiainen,101
Monthan,101
Nippala,101
Nääppä,101
Patanen,101
Paunu,101
Piekkala,101
Pietola,101
Piirala,101
Piisilä,101
Pirkkanen,101
Prami,101
Pätynen,101
Rantakaulio,101
Raula,101
Remahl,101
Ridanpää,101
Riuttamäki,101
Sahari,101
Schulman,101
Selänne,101
Smulter,101
Strömsholm,101
Stubb,101
Suntila,101
Takatalo,101
Tall,101
Tanttari,101
Thesslund,101
Toratti,101
Vaitiniemi,101
Valovirta,101
Vesterberg,101
Viinikkala,101
Vuorensyrjä,101
Väisälä,101
Ylisaukko-oja,101
Åvist,101
Ölander,101
Bauer,100
Björksten,100
Bovellan,100
Esala,100
Evans,100
Filppu,100
Harala,100
Holtinkoski,100
Jaanu,100
Jyllilä,100
Kangaskoski,100
Kantala,100
Kehus,100
Keto-Tokoi,100
Kietäväinen,100
Kirvesoja,100
Kuivas,100
Kukonlehto,100
Lakela,100
Luopa,100
Lusa,100
Lönnrot,100
Maanpää,100
Mahdi,100
Mankonen,100
Matela,100
Melamies,100
Muje,100
Muurman,100
Mäki-Turja,100
Neitola,100
Pajumäki,100
Pajuoja,100
Panu,100
Piesanen,100
Putaala,100
Risberg,100
Romberg,100
Rouvari,100
Runonen,100
Saarilampi,100
Sahlgren,100
Salmensuo,100
Sara-aho,100
Sidoroff,100
Soivio,100
Swanljung,100
Sämpi,100
Tuohimäki,100
Törönen,100
Vihko,100
Viinikanoja,100
Vistbacka,100
Västi,100
Ylitervo,100
Åvall,100
Aartolahti,99
Adan,99
Ahvenus,99
Airisto,99
Alapuranen,99
Anttolainen,99
Glader,99
Hekkanen,99
Hellstedt,99
Hinkula,99
Houtsonen,99
Huitula,99
Hydén,99
Joenperä,99
Jokivuori,99
Kalavainen,99
Kallberg,99
Kandelin,99
Kangasoja,99
Kangaspunta,99
Kihlman,99
Kivikari,99
Kivineva,99
Kling,99
Kuivasniemi,99
Kullström,99
Lahdensuu,99
Latvasalo,99
Liikonen,99
Linnamäki,99
Maarala,99
Mesimäki,99
Mettinen,99
Mickos,99
Monni,99
Monola,99
Nielikäinen,99
Niini,99
Nordbäck,99
Näse,99
Nätti,99
Poola,99
Potinkara,99
Putto,99
Rannanpää,99
Rasinen,99
Rautjärvi,99
Rivinoja,99
Rönni,99
Shrestha,99
Sjölind,99
Sumiloff,99
Teuho,99
Toiminen,99
Tähtelä,99
Vasala,99
Vihermaa,99
Villgren,99
Weman,99
Wihlman,99
Österblad,99
Alasuvanto,98
Busk,98
Front,98
Grekula,98
Haapajoki,98
Harja,98
Harsia,98
Helmi,98
Hemmi,98
Huhti,98
Iitti,98
Jarvansalo,98
Juottonen,98
Juvela,98
Kannas,98
Kastari,98
Kontiola,98
Kruus,98
Kuivinen,98
Kuusirati,98
Kyllinen,98
Lampio,98
Lauhikari,98
Lehtineva,98
Luomanperä,98
Mäcklin,98
Nazari,98
Nuttunen,98
Nylén,98
Ojamäki,98
Oravakangas,98
Paalijärvi,98
Piuva,98
Punta,98
Pykälistö,98
Rahtu,98
Rehmonen,98
Riittinen,98
Rodriguez,98
Roman,98
Rössi,98
Saatsi,98
Sabel,98
Savunen,98
Selkämaa,98
Sinko,98
Soukko,98
Spännäri,98
Stjernvall,98
Stålnacke,98
Sulku,98
Sundsten,98
Suninen,98
Säärelä,98
Tilvis,98
Truong,98
Träff,98
Tsutsunen,98
Tuhkalainen,98
Törnvall,98
Uusi-Pohjola,98
Valtola,98
Väätämöinen,98
Wrede,98
Anttiroiko,97
Artell,97
Campbell,97
Dahlén,97
Fagernäs,97
Ginman,97
Halko,97
Havunen,97
Hersi,97
Ho,97
Illukka,97
Kaarlenkaski,97
Kaatrasalo,97
Kalsi,97
Kangasjärvi,97
Kerälä,97
Khalil,97
Kirjanen,97
Kohtanen,97
Kurt,97
Kuusio,97
Laajalahti,97
Lamsijärvi,97
Lehmikangas,97
Lidman,97
Linkola,97
Luopajärvi,97
Lähteelä,97
Malmelin,97
Nelson,97
Nipuli,97
Nukala,97
Oilinki,97
Pakalén,97
Pinomaa,97
Pohjaranta,97
Rajajärvi,97
Remonen,97
Ritakorpi,97
Ruokojärvi,97
Salman,97
Santasalo,97
Sulo,97
Tallus,97
Tillanen,97
Törnström,97
Vaaja,97
Vesteri,97
Vihervä,97
Viipuri,97
Vikholm,97
Väihkönen,97
Välinen,97
Wesslin,97
Widjeskog,97
Aittamaa,96
Alakopsa,96
Alakurtti,96
Alaoja,96
Andström,96
Aspelund,96
Björnholm,96
Flemming,96
Gillberg,96
Hashi,96
Havas,96
Heine,96
Hillo,96
Holtari,96
Horsma,96
Högnabba,96
Högnäs,96
Ihantola,96
Jäärni,96
Jönsson,96
Kaapro,96
Kalander,96
Karhusaari,96
Karikko,96
Kaurila,96
Knaappila,96
Kolhonen,96
Kulojärvi,96
Kuorelahti,96
Kykyri,96
Lasarov,96
Liutu,96
Logren,96
Luoti,96
Mansnerus,96
Mattfolk,96
Miftari,96
Miskala,96
Mursula,96
Mustaparta,96
Mäki-Mantila,96
Mörn,96
Neijonen,96
Pankka,96
Parta,96
Piha,96
Pått,96
Rajavaara,96
Risikko,96
Siiki,96
Silmu,96
Sorola,96
Stenudd,96
Syvälahti,96
Uusipaikka,96
Valanne,96
Valkjärvi,96
Veräjänkorva,96
Wahlstedt,96
Wainio,96
Werner,96
Ylitapio,96
Ånäs,96
Ala-Poikela,95
Aliranta,95
Baas,95
Björkstrand,95
Blomstedt,95
Bulut,95
Cederqvist,95
Erlund,95
Forsbom,95
Gestranius,95
Harvala,95
Huhtamaa,95
Hummasti,95
Huohvanainen,95
Irri,95
Jokivirta,95
Jonasson,95
Jusslin,95
Jälkö,95
Kaminen,95
Karkulehto,95
Korsström,95
Kotti,95
Kottila,95
Kronberg,95
Kulta,95
Kylander,95
Lepo,95
Mahosenaho,95
Meller,95
Myrskog,95
Noori,95
Nordfors,95
Nurhonen,95
Palmqvist,95
Pernaa,95
Petersen,95
Pikkumäki,95
Pöntiö,95
Raiskinmäki,95
Rajavuori,95
Rautaoja,95
Ritakallio,95
Rousi,95
Sandin,95
Sassali,95
Siiriäinen,95
Skoglund,95
Svenn,95
Säävälä,95
Tantarimäki,95
Uitti,95
Vaaramaa,95
Vaari,95
Wirman,95
Änäkkälä,95
Abukar,94
Arab,94
Aska,94
Aziz,94
Davis,94
Degerholm,94
Esselström,94
Haaga,94
Hanhijärvi,94
Haponen,94
Helske,94
Hiirikoski,94
Id,94
Iho,94
Javarus,94
Jung,94
Juntikka,94
Järvenmäki,94
Kamsula,94
Kanala,94
Kansanoja,94
Kaunismaa,94
Kauttu,94
Kolomainen,94
Kortekangas,94
Kuhalampi,94
Kylmälahti,94
Lampikoski,94
Lapiolahti,94
Liisanantti,94
Malmivuori,94
Melender,94
Muraja,94
Mustakoski,94
Mäkivirta,94
Nora,94
Papinniemi,94
Piilinen,94
Pohtila,94
Puolamäki,94
Pykäri,94
Renholm,94
Rojo,94
Ruohio,94
Råstedt,94
Rönnkvist,94
Sahlstedt,94
Schalin,94
Scott,94
Sellman,94
Siippainen,94
Siltamäki,94
Sippu,94
Soila,94
Sottinen,94
Suosalo,94
Syla,94
Tarkkala,94
Ulenius,94
Vellamo,94
Vieltojärvi,94
Vihlman,94
Vilppo,94
Vuorjoki,94
Wirta,94
Yppärilä,94
Österbacka,94
Ahtila,93
Ala-Kokko,93
Alavuotunki,93
Auno,93
Blinnikka,93
Brofeldt,93
Brummer,93
Buss,93
Eho,93
Hakunti,93
Hautamaa,93
Hed,93
Heikkurinen,93
Hellevaara,93
Henttula,93
Hylkilä,93
Isoranta,93
Jaaranen,93
Järn,93
Järvenkylä,93
Karjanmaa,93
Kelander,93
Kelhä,93
Kempe,93
Kieksi,93
Kiiala,93
Kotkavuori,93
Krogell,93
Krohns,93
Kukkasniemi,93
Kuusimurto,93
Lampen,93
Linjala,93
Lohman,93
Luoranen,93
Maronen,93
Mella,93
Mielityinen,93
Mukka,93
Musikka,93
Nauska,93
Niilola,93
Nilsen,93
Nummikoski,93
Palmberg,93
Pankkonen,93
Pastila,93
Pähtilä,93
Pätilä,93
Regina,93
Saksanen,93
Satama,93
Savijoki,93
Soramäki,93
Staffans,93
Stellberg,93
Ståhlström,93
Suikka,93
Sundén,93
Sunikka,93
Sydänmetsä,93
Taittonen,93
Tankka,93
Tiinanen,93
Tohka,93
Touronen,93
Yli-Hukka,93
Ärväs,93
Andrejeff,92
Bågman,92
Halt,92
Hankilanoja,92
Heidari,92
Helkamäki,92
Hernetkoski,92
Hevonoja,92
Hiekkavirta,92
Hussa,92
Höynälä,92
Iikkanen,92
Ingalsuo,92
Jaaksi,92
Jaala,92
Kalaja,92
Keskiniva,92
Korpijaakko,92
Källström,92
Leppikorpi,92
Loippo,92
Luode,92
Metsomäki,92
Mettiäinen,92
Murtoperä,92
Mäenranta,92
Oesch,92
Olsbo,92
Paasikoski,92
Paavonen,92
Palokas,92
Palovuori,92
Parri,92
Petrova,92
Piiponniemi,92
Pouru,92
Raunila,92
Rautasalo,92
Rein,92
Reinvall,92
Riihilahti,92
Riivari,92
Ronkonen,92
Rotko,92
Ryhtä,92
Sahlsten,92
Sergejeff,92
Svan,92
Tuittu,92
Turpeenniemi,92
Töytäri,92
Ukura,92
Vallinkoski,92
Vannas,92
Vattula,92
White,92
Akbari,91
Brunberg,91
Edgren,91
Enroos,91
Gill,91
Gull,91
Haaramo,91
Haji,91
Hanhiniemi,91
Heiliö,91
Helkkula,91
Holmbäck,91
Häkki,91
Johanson,91
Jokisaari,91
Jussinmäki,91
Kahari,91
Kalinainen,91
Karkiainen,91
Kaukkila,91
Kauramäki,91
Kiander,91
Kreander,91
Kuntola,91
Leijala,91
Lepikkö,91
Liewendahl,91
Mether,91
Metsi,91
Montin,91
Notkola,91
Nuri,91
Paadar,91
Parkatti,91
Perälampi,91
Pirneskoski,91
Poikulainen,91
Pääskynen,91
Rahkila,91
Ramula,91
Reuter,91
Roivanen,91
Ryökäs,91
Röning,91
Saarman,91
Sakkara,91
Savikuja,91
Siu,91
Sjö,91
Suonsivu,91
Svanström,91
Syväluoma,91
Tahko,91
Tillonen,91
Tyrmi,91
Törmi,91
Ukskoski,91
Uusikylä,91
Veini,91
Verkasalo,91
Viherkoski,91
Väliviita,91
Ward,91
Ahjoniemi,90
Akujärvi,90
Ansala,90
Ansas,90
Asumaniemi,90
Attila,90
Blomström,90
Borisov,90
Clark,90
Dolk,90
Ehrola,90
Halunen,90
Harald,90
Hirvasoja,90
Hoikkanen,90
Hollsten,90
Häme,90
Jauhonen,90
Junkala,90
Juuri,90
Kares,90
Karhi,90
Karnaattu,90
Koljander,90
Kuurila,90
Kylmäoja,90
Latosaari,90
Laurio,90
Lehtivuori,90
Lesch,90
Liljekvist,90
Limingoja,90
Liminka,90
Ljunggren,90
Loppukaarre,90
Loukko,90
Lumio,90
Mallenius,90
Mangs,90
Mehtomaa,90
Metsämuuronen,90
Myrsky,90
Möttö,90
Nystrand,90
Näätsaari,90
Paakinaho,90
Pakisjärvi,90
Perander,90
Putro,90
Pönniö,90
Pöyhölä,90
Raami,90
Rautiala,90
Ristiharju,90
Romar,90
Röman,90
Salojensaari,90
Samanen,90
Sandman,90
Severinkangas,90
Snabb,90
Tenhovuori,90
Tiistola,90
Toikander,90
Tuomivirta,90
Ukonmaanaho,90
Vainioranta,90
Valkamo,90
Vankka,90
Veltheim,90
Vuorimies,90
Välkki,90
Walli,90
Währn,90
Ylianttila,90
Ahlö,89
Bergfors,89
Chan,89
Davies,89
Enbuske,89
Finneman,89
Ginström,89
Haaksluoto,89
Hakalax,89
Havula,89
Havulehto,89
Helve,89
Holst,89
Hyseni,89
Ipatti,89
Jackson,89
Jakkula,89
Jokitulppo,89
Jolanki,89
Jomppanen,89
Joukanen,89
Kaivo-oja,89
Kansonen,89
Karhila,89
Kasvi,89
Kim,89
Kovasiipi,89
Krouvi,89
Kultima,89
Kummunmäki,89
Kuopio,89
Lithén,89
Luikku,89
Maasalo,89
Malkavaara,89
Martonen,89
Mitronen,89
Mäki-Petäjä,89
Nordvall,89
Nysten,89
Oljakka,89
Osmonen,89
Paski,89
Pienmunne,89
Puntila,89
Pylkkä,89
Pöhö,89
Ralli,89
Rinteelä,89
Rolig,89
Ruokoja,89
Ruonakangas,89
Sakala,89
Seitz,89
Talso,89
Tilles,89
Torpo,89
Tuulos,89
Töyli,89
Vanttaja,89
Viianen,89
Viio,89
Viitamaa,89
Vuolli,89
Westin,89
Östlund,89
Borgmästars,88
Buska,88
Elers,88
Gonzalez,88
Grip,88
Hardén,88
Havumäki,88
Hesso,88
Hietasalo,88
Hietava,88
Holmkvist,88
Iisakkala,88
Joutsiniemi,88
Juslenius,88
Jäkkö,88
Karsikko,88
Kellberg,88
Korkiala,88
Kortman,88
Kylmäaho,88
Kyötikki,88
Laitanen,88
Lapatto,88
Lassas,88
Long,88
Lääkkölä,88
Mansukoski,88
Miekka,88
Mäntykivi,88
Nordblad,88
Nuolikoski,88
Ojantakanen,88
Ontronen,88
Pusenius,88
Pyysing,88
Rautelin,88
Roble,88
Rosendal,88
Sibakov,88
Tahiri,88
Tervasmäki,88
Thodén,88
Tuohiniemi,88
Töllikkö,88
Törö,88
Uskali,88
Vahvanen,88
Vessari,88
Virsunen,88
Vuorilehto,88
Wood,88
Öman,88
Agge,87
Alamikkelä,87
Ala-Nissilä,87
Andberg,87
Aulio,87
Berner,87
Brunell,87
Collanus,87
Damski,87
Finnäs,87
Haring,87
Hasari,87
Hautasaari,87
Hiivala,87
Hindström,87
Iso-Markku,87
Itänen,87
Jaukkuri,87
Kaihlanen,87
Kalilainen,87
Kandolin,87
Koski-Vähälä,87
Kovamäki,87
Kursi,87
Kytökorpi,87
Lillberg,87
Maaniitty,87
Maisala,87
Mansikkala,87
Mentu,87
Mutkala,87
Muuriaisniemi,87
Mäihäniemi,87
Mäntyjärvi,87
Napari,87
Neuman,87
Ngo,87
Niittyvuopio,87
Peltosaari,87
Peuralahti,87
Pilpola,87
Poijärvi,87
Päiväläinen,87
Raivonen,87
Rantama,87
Rantamaula,87
Rantasuo,87
Rantti,87
Rinnekangas,87
Roimola,87
Roms,87
Rosbäck,87
Ruuhimäki,87
Salko,87
Sanchez,87
Sarparanta,87
Sauramäki,87
Seipäjärvi,87
Siilin,87
Sjödahl,87
Stam,87
Stedt,87
Suurhasko,87
Säilynoja,87
Tarkki,87
Tenno,87
Urponen,87
Viberg,87
Vähäsantanen,87
Wuorio,87
Antin,86
Aulanko,86
Aulén,86
Bah,86
Christiansen,86
Edman,86
Ervast,86
Etelälahti,86
Finnholm,86
Fokin,86
Gerdt,86
Groop,86
Hammarström,86
Hellemaa,86
Huhmarniemi,86
Huovari,86
Huumo,86
Häggkvist,86
Ingo,86
Jankkila,86
Jern,86
Jähi,86
Kaira,86
Kalliainen,86
Karenius,86
Kekoni,86
Korkolainen,86
Korvola,86
Kumara,86
Kurra,86
Kärkelä,86
Köntti,86
Linnakoski,86
Luodes,86
Merikivi,86
Mikonsaari,86
Mustalammi,86
Märsy,86
Naulapää,86
Pentinsaari,86
Piikki,86
Ponto,86
Pouhula,86
Prykäri,86
Puharinen,86
Ring,86
Rinnemaa,86
Rojola,86
Sajaniemi,86
Sarivaara,86
Satukangas,86
Saurio,86
Sevander,86
Survo,86
Säippä,86
Talo,86
Tsokkinen,86
Turtola,86
Uurtamo,86
Uuskoski,86
Vahlsten,86
Vallgren,86
Vauramo,86
Veckman,86
Vähäsoini,86
Värttö,86
Vörlin,86
Wuori,86
Ylä-Mononen,86
Yrjälä,86
Ala-Huikku,85
Ananin,85
Björses,85
Blomroos,85
Farin,85
Glasberg,85
Harjumäki,85
Harjunmaa,85
Hentinen,85
Hernesaho,85
Horelli,85
Hornborg,85
Hotokka,85
Hypén,85
Hyöty,85
Jacobson,85
Kallas,85
Karri,85
Kasi,85
Ketelä,85
Korpunen,85
Kortteinen,85
Kotikumpu,85
Kuki,85
Kuutsa,85
Kåla,85
Lehtoaho,85
Liljedahl,85
Lopakka,85
Lusenius,85
Löhönen,85
Majaneva,85
Matula,85
Mieskolainen,85
Niiniviita,85
Njie,85
Norberg,85
Osola,85
Pajanen,85
Permanto,85
Pohjankoski,85
Pukero,85
Puntti,85
Puolanne,85
Puominen,85
Rahmani,85
Rantapelkonen,85
Rapinoja,85
Rasinaho,85
Rokosa,85
Romsi,85
Ruhkala,85
Saareks,85
Samuli,85
Sangi,85
Savaloja,85
Simuna,85
Storgårds,85
Telkkälä,85
Thure,85
Tuutijärvi,85
Tverin,85
Vallivaara,85
Valppu,85
Vanha,85
Viiliäinen,85
Viilo,85
Vänninen,85
Wigren,85
Wong,85
Yrttimaa,85
Alaraatikka,84
Blommendahl,84
Böling,84
Dahlsten,84
Frigård,84
Grek,84
Hellgrén,84
Hirvikangas,84
Honkaharju,84
Huilla,84
Jungell,84
Juustovaara,84
Kaipanen,84
Karling,84
Karsten,84
Kivilehto,84
Klaus,84
Koivuporras,84
Laasala,84
Lammasniemi,84
Lampainen,84
Lastumäki,84
Maikkula,84
Malassu,84
Malka,84
Markuksela,84
Martikka,84
Matintupa,84
Mattus,84
Meier,84
Melén,84
Mertsalmi,84
Micklin,84
Muhammad,84
Muse,84
Mömmö,84
Noro,84
Nuikka,84
Pesämaa,84
Phillips,84
Posa,84
Pöyhiä,84
Rantasalmi,84
Rauhamaa,84
Ryömä,84
Röksä,84
Saeed,84
Sainmaa,84
Samaletdin,84
Sammalkangas,84
Shah,84
Simsek,84
Smedlund,84
Solala,84
Soppi,84
Syynimaa,84
Särkimäki,84
Taivaloja,84
Tamio,84
Tuhkunen,84
Törölä,84
Vahteri,84
Virola,84
Ådahl,84
Öblom,84
Alamattila,83
Buddas,83
Eckerman,83
Erkkonen,83
Fogde,83
Haapakorva,83
Harris,83
Helala,83
Helen,83
Hietajärvi,83
Hokkala,83
Hughes,83
Hyvättinen,83
Impivaara,83
Jekkonen,83
Järnfors,83
Kaihola,83
Kalla,83
Karmala,83
Kellomäki,83
Kippilä,83
Kokkomäki,83
Kontra,83
Korppinen,83
Krause,83
Krekilä,83
Leppäharju,83
Luhtasaari,83
Maaskola,83
Marjaniemi,83
Miinala,83
Naapuri,83
Nahkiaisoja,83
Niittylahti,83
Nuorgam,83
Ojanne,83
Palsa,83
Parkkima,83
Parvela,83
Pihlajakangas,83
Polat,83
Pussila,83
Pykälä,83
Ripattila,83
Rodas,83
Ruuti,83
Schrey,83
Semenoff,83
Suomilammi,83
Tarpila,83
Tarsa,83
Temisevä,83
Torttila,83
Truhponen,83
Tuomenoja,83
Valpas,83
Viljaranta,83
von Knorring,83
Voutila,83
Vuontisvaara,83
Väntänen,83
Yli-Rantala,83
Ylivainio,83
Äärilä,83
Ahlnäs,82
Ahmaoja,82
Alakiuttu,82
Alaraudanjoki,82
Apajalahti,82
Barman,82
Berts,82
Doan,82
Dunderfelt,82
Edwards,82
Erkintalo,82
Eskonniemi,82
Finskas,82
Funck,82
Haakanen,82
Hack,82
Hautaoja,82
Heliste,82
Heliö,82
Hindsberg,82
Huuskola,82
Inna,82
Intke,82
Järnstedt,82
Kaijomaa,82
Kalapudas,82
Kalevo,82
Kangaskorte,82
Karvosenoja,82
Keyriläinen,82
Kirstinä,82
Kiviö,82
Kjellberg,82
Knaapinen,82
Koisti,82
Kuitula,82
Kurka,82
Kurunlahti,82
Kuuppo,82
Kylkilahti,82
Laasasenaho,82
Lagerblom,82
Lammervo,82
Latifi,82
Leppimäki,82
Mannio,82
Martola,82
Matikkala,82
Melartin,82
Miinin,82
Mäkiharju,82
Nordmyr,82
Norola,82
Perunka,82
Petäys,82
Piittala,82
Pinoniemi,82
Pohjanoksa,82
Pötry,82
Reiju,82
Reinola,82
Ruusuvirta,82
Ryyti,82
Saarentaus,82
Sammalniemi,82
Saura,82
Siirtonen,82
Soranta,82
Springare,82
Syrjäniemi,82
Tinnilä,82
Toljander,82
Tuliniemi,82
Tullila,82
Tuohimetsä,82
Turu,82
Varanka,82
Vengasaho,82
Vestergård,82
Örnberg,82
Ahonpää,81
Aitamurto,81
Al-Gburi,81
Arnberg,81
Baker,81
Baumgartner,81
Bell,81
Ena,81
Filppa,81
Haila,81
Haliseva,81
Havulinna,81
Hedborg,81
Hirvikorpi,81
Hirvisaari,81
Hudd,81
Hyöky,81
Juttula,81
Jämbäck,81
Kaataja,81
Kankaansyrjä,81
Karkkulainen,81
Kiiltomäki,81
Kirkinen,81
Klein,81
Koffert,81
Kotavuopio,81
Kuusivaara,81
Kämäläinen,81
Laukkala,81
Lepomäki,81
Leppilampi,81
Linnamaa,81
Linnavirta,81
Lintonen,81
Ma,81
Mahlanen,81
Makkula,81
Manderbacka,81
Mayer,81
Mäkirinne,81
Nyback,81
Okkola,81
Osmani,81
Paltto,81
Pomell,81
Portimo,81
Pullola,81
Raiko,81
Rapp,81
Ravelin,81
Reijo,81
Remander,81
Riihioja,81
Riihola,81
Rogers,81
Ronni,81
Rosenius,81
Ruppa,81
Rynö,81
Saarnisto,81
Savila,81
Sillgren,81
Sippel,81
Sjöblad,81
Suorajärvi,81
Tila,81
Tulijoki,81
Tura,81
Veneranta,81
Vestola,81
Vickholm,81
Vidman,81
Vieruaho,81
Vikberg,81
Väärämäki,81
Alajoutsijärvi,80
Alavesa,80
Al-Dulaimi,80
Bengts,80
Elsinen,80
Epäilys,80
Finnig,80
Grankull,80
Grén,80
Hanhirova,80
Hjorth,80
Holmala,80
Hovatov,80
Huczkowski,80
Huuhilo,80
Hård,80
Isomursu,80
Iso-oja,80
Jacobsson,80
Jordas,80
Jyrkäs,80
Jönkkäri,80
Klint,80
Korento,80
Kortesuo,80
Krannila,80
Kronström,80
Kurtelius,80
Kytöjoki,80
Käiväräinen,80
Laikko,80
Leiman,80
Lieto,80
Lillman,80
Lindgård,80
Lummi,80
Luong,80
Lyhty,80
Mahlberg,80
Mehmeti,80
Mitchell,80
Mörk,80
Möykkynen,80
Nurmikolu,80
Ojapalo,80
Patinen,80
Patrikka,80
Pääsky,80
Pöri,80
Rajaharju,80
Rantaeskola,80
Rosengård,80
Rutonen,80
Ruuttunen,80
Römpötti,80
Saarikallio,80
Segercrantz,80
Sigg,80
Siiri,80
Stenback,80
Syvälä,80
Teivonen,80
Tittonen,80
Varpa,80
Wahl,80
Willgren,80
Åbacka,80
Aaltokoski,79
Abdulkadir,79
Aitio,79
Arnkil,79
Björndahl,79
Båsk,79
Edström,79
Elovirta,79
Envall,79
Fabricius,79
Fagerroos,79
Fonselius,79
Fredrikson,79
Hahtala,79
Halkilahti,79
Hanska,79
Hartvik,79
Hillman,79
Humala,79
Hyväkkä,79
Hyyti,79
Ilvesmäki,79
Kaakkolammi,79
Kangastupa,79
Kelmendi,79
Kimmo,79
Koivusipilä,79
Kortessalo,79
Koutaniemi,79
Kronman,79
Kuusilehto,79
Lampo,79
Lamu,79
Lapakko,79
Launis,79
Levonmaa,79
Lärka,79
Maaninen,79
Majaranta,79
Mannela,79
Mesiäinen,79
Mäentausta,79
Naasko,79
Ohranen,79
Ojaluoma,79
Paakkolanvaara,79
Padatsu,79
Petroff,79
Pihlajaviita,79
Polvela,79
Porras,79
Puustjärvi,79
Reinikkala,79
Runola,79
Ruotoistenmäki,79
Ruuhijärvi,79
Rysä,79
Rönkkömäki,79
Salih,79
Salmenaho,79
Satamo,79
Sjösten,79
Sourander,79
Sysimetsä,79
Tallila,79
Tenhola,79
Tiimonen,79
Torstensson,79
Tukeva,79
Turakainen,79
Upola,79
von Bell,79
Vuorialho,79
Walther,79
Weeman,79
Wollsten,79
Wägar,79
Ylipekkala,79
Ylisiurua,79
Ylisuutari,79
Åhlgren,79
Aapajärvi,78
Ainola,78
Alen,78
Aulakoski,78
Bask,78
Beqiri,78
Brotherus,78
Ekbom,78
Ekoluoma,78
Ellä,78
Etelä,78
Flykt,78
Forsgård,78
Gerlander,78
Hanén,78
Heinström,78
Heinävaara,78
Helistö,78
Horttana,78
Hyrynkangas,78
Häyhänen,78
Ibrahimi,78
Jalomäki,78
Jyväsjärvi,78
Kaaro,78
Kalm,78
Kaunisharju,78
Kauvosaari,78
Klaavuniemi,78
Koivurinne,78
Kopisto,78
Kuosma,78
Kurkaa,78
Kyrklund,78
Lagström,78
Laihola,78
Lemetti,78
Lohtaja,78
Läärä,78
Mark,78
Nevaranta,78
Niskavaara,78
Nissinaho,78
Noppa,78
Ojalammi,78
Osala,78
Paakala,78
Paasikallio,78
Peitso,78
Perttala,78
Rakkola,78
Randström,78
Rantavuori,78
Rentto,78
Rovanperä,78
Rundberg,78
Räkköläinen,78
Sadiku,78
Sairiala,78
Salorinne,78
Sandblom,78
Sani,78
Sankilampi,78
Saren,78
Sarviaho,78
Savijärvi,78
Shnoro,78
Simoska,78
Sontag,78
Storsjö,78
Söyrinki,78
Tamlander,78
Tapaila,78
Turta,78
Töhönen,78
Uppgård,78
Uro,78
Valaja,78
Vanhatupa,78
Vekka,78
Vekki,78
Viuhkola,78
Vuopio,78
Wiss,78
Wuollet,78
Ylipaavalniemi,78
Ainassaari,77
Akselin,77
Alajääskö,77
Alamartimo,77
Ala-Outinen,77
Alaraasakka,77
Brenner,77
Brofelt,77
Böhling,77
Cohen,77
Edelmann,77
Edlund,77
Eira,77
Gorski,77
Haapea,77
Hatinen,77
Hernesmaa,77
Hinkkala,77
Hirttiö,77
Hurnanen,77
Hyvölä,77
Hästö,77
Jalas,77
Jurvansuu,77
Juurikkala,77
Jyrkkänen,77
Jänkä,77
Kalervo,77
Karjalahti,77
Keihänen,77
Keino,77
Kelly,77
Kerokoski,77
Keskilä,77
Kielinen,77
Kimonen,77
Kivilaakso,77
Krokfors,77
Kärri,77
Liljavirta,77
Lucenius,77
Luhtalampi,77
Lyra,77
Malik,77
Mast,77
Mommo,77
Mustalampi,77
Myrberg,77
Ojatalo,77
Paasisalo,77
Penttonen,77
Pesiö,77
Petäistö,77
Pihlajasaari,77
Porkkala,77
Potkonen,77
Rantakoski,77
Reitti,77
Rezai,77
Rimpelä,77
Rosenlew,77
Ruoranen,77
Räihälä,77
Rönngård,77
Serenius,77
Seuri,77
Sievola,77
Siika,77
Sinkkilä,77
Sipovaara,77
Stenvik,77
Teeriniemi,77
Tjurin,77
Touray,77
Träsk,77
Uhre,77
Uurainen,77
Uusinarkaus,77
Vierola,77
Vuorikari,77
Välikoski,77
Westermarck,77
Widén,77
Adams,76
Ainonen,76
Ala-Korpi,76
Arhippainen,76
Aslan,76
Bohm,76
Brask,76
Brännare,76
Ehn,76
Eld,76
Elgbacka,76
Erämaa,76
Ettanen,76
Fiskaali,76
Flythström,76
Granath,76
Hagqvist,76
Hodju,76
Hoppania,76
Hultin,76
Huusela,76
Huutola,76
Hytinkoski,76
Jartti,76
Juhela,76
Jukuri,76
Juutistenaho,76
Järvenranta,76
Kaapu,76
Kaisamatti,76
Kaita,76
Kallijärvi,76
Korkeela,76
Kouhi,76
Kristiansson,76
Kurhinen,76
Kurunmäki,76
Kylä-Kaila,76
Lassenius,76
Liljelund,76
Lompolo,76
Långsjö,76
Lähetkangas,76
Mannfolk,76
Markelin,76
Matiskainen,76
Messo,76
Norrby,76
Pahkakangas,76
Paunila,76
Peltovuori,76
Pilvinen,76
Portman,76
Puukari,76
Pöytäkangas,76
Rabb,76
Rappu,76
Rautamäki,76
Rekinen,76
Riihikoski,76
Robertson,76
Rotola-Pukkila,76
Salovuori,76
Sammatti,76
Savin,76
Sekki,76
Siuro,76
